customer_id,gender,region,branch,marital_status,employment_status,account_type,account_open_date,last_transaction_date,months_active,account_balance_ksh,monthly_income_ksh,credit_score,num_transactions_30d,num_products_held,loan_type,loan_amount_ksh,loan_outstanding_ksh,monthly_repayment_ksh,churn_label,days_since_last_txn,account_age_months,loan_to_income_ratio,repayment_burden,balance_to_income_ratio,has_loan
CUS02848,Male,Kisumu,CBD Branch,Married,Retired,Current,2022-04-25,2023-08-15,47,43352.72,34766.32,617.0,30,3,No Loan,468735.42,328585.27,9631.75,0,505,32.26018396846255,113.41503040874042,0.27704255152688007,1.2469746582324504,1
CUS02849,Female,Mombasa,CBD Branch,Single,Employed,Joint,2024-01-11,2024-09-14,46,124542.43,54046.36,612.0,20,4,Auto,369253.06,155763.98,8629.14,0,109,11.695137976346912,34.5845263214766,0.15966181626292686,2.304362958023445,1
CUS02850,Male,Nakuru,Main Branch,Single,Employed,Fixed Deposit,2022-03-21,2022-03-21,28,66610.26,2471.57,583.0,19,2,Mortgage,365916.83,189507.37,5727.25,1,1017,33.40998685939553,920.0987388582964,2.317251787325465,26.950586064728085,1
CUS02851,Female,Mombasa,Airport Road,Single,Business Owner,Joint,2021-04-26,2024-08-01,23,160342.47,89411.48,691.0,22,3,Business,0.0,0.0,0.0,0,153,44.21813403416557,0.0,0.0,1.7933096510649416,0
CUS02852,Female,Thika,Town Centre,Single,Employed,Current,2021-10-14,2023-07-18,7,41244.28,135598.67,571.0,27,4,No Loan,316204.88,259815.17,5406.61,0,533,38.60052562417871,22.99271843890504,0.03987214623860248,0.3041643402549597,1
CUS02853,Female,Nakuru,CBD Branch,Single,Retired,Business,2023-10-29,2023-10-29,24,31903.44,215375.53,603.0,19,4,Auto,0.0,0.0,0.0,0,430,14.126149802890932,0.0,0.0,0.14812936269965302,0
CUS02854,Male,Kisumu,Industrial Area,Single,Employed,Fixed Deposit,2022-08-16,2023-05-25,46,375593.4,167189.51,731.0,23,1,Personal,1351140.49,620023.3,17633.52,0,587,28.54796320630749,44.50207193023055,0.10547025348659733,2.246512954072298,1
CUS02855,Female,Nyeri,Industrial Area,Widowed,Employed,Current,2022-04-25,2024-11-18,8,16104.99,30780.57,743.0,31,3,No Loan,453027.08,98340.14,2171.64,0,44,32.26018396846255,38.338525894744635,0.07055229971374799,0.5232193555869823,1
CUS02856,Male,Eldoret,Industrial Area,Single,Business Owner,Fixed Deposit,2024-03-25,2024-09-29,45,105770.18,70621.54,745.0,23,5,Education,0.0,0.0,0.0,1,94,9.264126149802891,0.0,0.0,1.4977042415104513,0
CUS02857,Male,Thika,Market Branch,Married,Business Owner,Savings,2022-10-16,2022-10-16,1,37433.29,6435.53,597.0,18,1,Business,993084.58,639751.96,40880.17,0,808,26.544021024967147,1192.9123972695334,6.352261585292897,5.816660010908193,1
CUS02858,Female,Nakuru,Industrial Area,Single,Employed,Joint,2024-03-28,2024-03-28,4,5956.2,23858.47,718.0,17,2,Business,365770.1,98824.48,2531.47,0,279,9.165571616294349,49.705356630161106,0.10610361854720775,0.2496471902850434,1
CUS02859,Male,Nakuru,CBD Branch,Divorced,Business Owner,Joint,2024-05-09,2024-05-09,43,5502.53,7916.92,544.0,24,5,Education,213448.81,32832.57,2248.54,1,237,7.7858081471747695,49.76567149851204,0.2840170167186229,0.6950341799588728,1
CUS02860,Male,Eldoret,Market Branch,Single,Employed,Fixed Deposit,2024-10-09,2024-10-09,41,28896.11,30288.79,547.0,24,5,No Loan,0.0,0.0,0.0,0,84,2.759526938239159,0.0,0.0,0.9540199525963236,0
CUS02861,Female,Mombasa,Main Branch,Married,Employed,Savings,2022-10-19,2022-10-19,19,302352.15,166475.23,431.0,24,4,No Loan,295184.61,171467.72,3559.79,0,805,26.445466491458607,12.359872636908204,0.021383301287524876,1.8161990225212483,1
CUS02862,Female,Nyeri,CBD Branch,Single,Employed,Business,2022-05-01,2022-05-01,22,49792.91,34114.69,753.0,30,3,Business,42474.5,9393.89,337.82,0,976,32.06307490144547,3.3043442575617714,0.009902478961409292,1.4595738668591156,1
CUS02863,Female,Nyeri,Industrial Area,Single,Employed,Business,2022-09-11,2023-02-23,36,450743.72,66024.3,550.0,20,4,Auto,237254.16,35133.43,991.33,0,678,27.69382391590013,6.385545321949646,0.015014623403807386,6.8269367490454265,1
CUS02864,Female,Nakuru,Westlands,Divorced,Employed,Business,2021-10-21,2023-03-07,1,130705.6,45445.43,609.0,23,4,No Loan,2564045.84,532998.59,9420.17,0,666,38.370565045992116,140.7398517298659,0.20728530899586603,2.8760999730886034,1
CUS02865,Female,Nakuru,Town Centre,Single,Business Owner,Fixed Deposit,2024-09-14,2024-09-14,19,86068.59,49134.54,547.0,24,3,No Loan,24864.03,13033.81,376.56,0,109,3.5808147174770038,3.1832132752234985,0.007663855202470604,1.7516921904631648,1
CUS02866,Female,Eldoret,Town Centre,Single,Business Owner,Current,2023-12-04,2023-12-04,29,130156.82,279391.5,675.0,16,3,No Loan,596461.89,418488.83,6994.09,1,394,12.943495400788436,17.97429757168704,0.025033295572699957,0.46585819539964535,1
CUS02867,Female,Mombasa,Industrial Area,Single,Unemployed,Joint,2022-03-29,2022-06-13,19,109067.15,28095.71,589.0,21,3,No Loan,0.0,0.0,0.0,0,933,33.14717477003942,0.0,0.0,3.8819858974911114,0
CUS02868,Male,Nairobi,Main Branch,Divorced,Unemployed,Savings,2023-04-27,2023-04-27,43,213304.56,78963.77,617.0,15,4,Mortgage,523094.23,120301.62,2613.61,0,615,20.203679369250985,18.282048083570476,0.03309885027019353,2.701296556636037,1
CUS02869,Female,Thika,Airport Road,Single,Employed,Savings,2022-09-08,2022-09-08,6,49796.53,43586.82,655.0,32,3,No Loan,421692.37,282592.95,6522.53,0,846,27.792378449408673,77.8013950088582,0.1496445485126008,1.1424676083274714,1
CUS02870,Female,Nakuru,Airport Road,Divorced,Self-Employed,Business,2022-07-18,2023-06-22,25,65323.03,54046.36,505.0,16,3,No Loan,614738.34,285471.61,5299.21,0,559,29.50065703022339,63.38371945862774,0.0980493413432468,1.2086480939696955,1
CUS02871,Male,Kisumu,Industrial Area,Married,Self-Employed,Business,2021-05-05,2021-05-23,39,336780.93,53762.67,553.0,31,5,No Loan,280483.24,145365.88,8843.67,0,1319,43.922470433639944,32.44612962860661,0.16449462052386907,6.264215114316309,1
CUS02872,Male,Eldoret,Main Branch,Single,Employed,Savings,2024-02-15,2024-02-15,23,439089.17,134278.75,451.0,21,4,Business,0.0,0.0,0.0,0,321,10.545335085413928,0.0,0.0,3.2699825549463335,0
CUS02873,Male,Nyeri,CBD Branch,Single,Business Owner,Joint,2024-04-26,2024-04-26,1,334620.93,8318.07,506.0,31,3,Mortgage,1640000.15,654769.13,35692.74,0,250,8.21287779237845,944.5976722965785,4.290988173939387,40.22819355932326,1
CUS02874,Male,Nakuru,Market Branch,Single,Employed,Savings,2021-12-25,2024-06-03,15,81566.38,5770.55,634.0,16,4,No Loan,283081.76,65759.65,1157.97,1,212,36.235216819973715,136.74880210725144,0.20066891370839868,14.134940343641421,1
CUS02875,Male,Mombasa,Main Branch,Single,Unemployed,Business,2024-07-06,2024-07-06,25,227368.57,13344.04,462.0,14,2,Mortgage,0.0,0.0,0.0,0,179,5.88042049934297,0.0,0.0,17.038960464746808,0
CUS02876,Female,Kisumu,Town Centre,Divorced,Self-Employed,Business,2024-10-22,2024-10-22,4,97035.68,115649.62,501.0,18,1,No Loan,0.0,0.0,0.0,0,71,2.3324572930354797,0.0,0.0,0.8390488442590646,0
CUS02877,Male,Nyeri,Industrial Area,Married,Employed,Fixed Deposit,2023-05-25,2024-08-14,45,103235.84,102987.02,619.0,19,5,Auto,28112.23,10250.47,392.26,0,140,19.2838370565046,1.1943800296386864,0.0038088295010380918,1.0024160326223635,1
CUS02878,Female,Nairobi,CBD Branch,Single,Employed,Business,2024-02-13,2024-02-13,44,34351.63,66596.01,576.0,32,5,No Loan,0.0,0.0,0.0,0,323,10.611038107752956,0.0,0.0,0.5158211430384493,0
CUS02879,Female,Kisumu,Airport Road,Divorced,Business Owner,Fixed Deposit,2023-10-13,2023-10-13,1,134153.81,50523.0,779.0,20,4,No Loan,0.0,0.0,0.0,0,446,14.651773981603153,0.0,0.0,2.6553017437602677,0
CUS02880,Male,Thika,Industrial Area,Widowed,Self-Employed,Joint,2021-04-07,2021-10-22,40,30894.28,175373.58,766.0,23,3,No Loan,0.0,0.0,0.0,0,1167,44.842312746386334,0.0,0.0,0.17616268083254047,0
CUS02881,Male,Thika,Airport Road,Single,Employed,Business,2022-12-07,2024-01-13,21,60422.35,116433.66,550.0,27,4,Education,1999032.23,530703.03,10094.95,0,354,24.83574244415243,54.695835894877824,0.08670130269889309,0.5189422886818125,1
CUS02882,Female,Nakuru,Industrial Area,Divorced,Employed,Business,2024-08-10,2024-08-10,43,289684.48,133680.5,664.0,16,1,No Loan,0.0,0.0,0.0,0,144,4.730617608409987,0.0,0.0,2.1669912964119673,0
CUS02883,Female,Kisumu,CBD Branch,Single,Employed,Savings,2024-10-06,2024-10-06,10,34804.15,134244.03,679.0,20,5,Business,319634.18,68176.35,1219.38,0,87,2.8580814717477003,6.094246425706976,0.009083308956085423,0.2592603186897771,1
CUS02884,Male,Nairobi,Main Branch,Single,Employed,Business,2023-02-20,2024-06-11,2,11072.54,82338.2,572.0,28,5,Personal,472563.85,277364.37,11691.72,0,204,22.371879106438897,40.423186807581416,0.1419963030525321,0.13447634269391365,1
CUS02885,Male,Mombasa,Town Centre,Widowed,Self-Employed,Joint,2023-12-11,2024-08-10,17,10725.62,49001.3,500.0,25,1,Business,56436.94,20504.3,452.73,0,144,12.713534822601838,5.021328005583525,0.009239142634991317,0.21888439694457087,1
CUS02886,Male,Nairobi,Town Centre,Divorced,Employed,Current,2022-10-15,2022-10-15,13,423985.84,160007.71,619.0,24,4,Auto,410958.12,295907.14,6254.08,1,809,26.576872536136662,22.191966124632373,0.03908611653775934,2.649783813542485,1
CUS02887,Male,Thika,Airport Road,Divorced,Business Owner,Savings,2024-11-27,2024-11-27,27,106062.71,208303.23,606.0,26,5,Auto,38257.55,3837.61,152.59,0,35,1.149802890932983,0.22107828092728088,0.0007325378487889986,0.5091745816903559,1
CUS02888,Female,Nyeri,CBD Branch,Single,Employed,Joint,2023-05-03,2023-05-03,41,78995.51,1927.52,617.0,22,3,No Loan,393569.9,60497.48,4550.55,0,609,20.006570302233904,376.6340997758778,2.3608315348219473,40.982978127334604,1
CUS02889,Female,Thika,Airport Road,Widowed,Self-Employed,Fixed Deposit,2023-04-17,2023-04-17,28,249804.91,4234.51,655.0,13,4,No Loan,0.0,0.0,0.0,0,625,20.532194480946124,0.0,0.0,58.99263669232095,0
CUS02890,Female,Nairobi,Market Branch,Married,Employed,Savings,2021-11-02,2021-11-02,10,271024.2,255035.33,559.0,29,3,Education,1037480.94,998436.11,70464.17,0,1156,37.97634691195795,46.978719850304664,0.27629179847356833,1.0626927649592706,1
CUS02891,Male,Nyeri,Westlands,Single,Employed,Business,2022-09-07,2022-09-07,10,60562.97,25965.46,527.0,22,2,Mortgage,645596.65,582177.27,10539.78,1,847,27.825229960578184,269.0546302665156,0.40591539683872346,2.332443561562168,1
CUS02892,Female,Eldoret,CBD Branch,Single,Self-Employed,Savings,2023-02-10,2023-02-10,46,177438.42,165318.51,628.0,28,1,Personal,0.0,0.0,0.0,1,691,22.700394218134033,0.0,0.0,1.073312480254026,0
CUS02893,Female,Eldoret,CBD Branch,Single,Employed,Fixed Deposit,2022-01-12,2024-03-16,47,221185.46,39385.84,650.0,21,5,Business,1096534.25,521015.18,11015.53,0,291,35.64388961892247,158.741876776019,0.27968249502867026,5.615862452089381,1
CUS02894,Female,Thika,Main Branch,Single,Employed,Current,2024-01-07,2024-01-07,9,159479.83,10144.9,525.0,21,1,No Loan,0.0,0.0,0.0,0,360,11.826544021024967,0.0,0.0,15.720197340535638,0
CUS02895,Female,Nairobi,Main Branch,Single,Business Owner,Business,2023-08-28,2023-08-28,34,24659.59,6709.08,694.0,18,1,Personal,466183.99,174987.07,7426.4,0,492,16.16294349540079,312.9855121715645,1.1069177890262152,3.6755546214980295,1
CUS02896,Male,Kisumu,Industrial Area,Divorced,Employed,Joint,2022-05-09,2022-05-09,46,312979.69,13616.38,478.0,26,3,Mortgage,92551.53,65544.42,4215.5,0,968,31.800262812089354,57.76374043615117,0.30959036102106435,22.985528459105872,1
CUS02897,Female,Kisumu,Main Branch,Single,Employed,Current,2022-04-07,2023-10-17,39,116184.35,23003.17,573.0,29,5,Mortgage,975167.55,216143.38,4279.98,0,442,32.8515111695138,112.7549185612244,0.18606044297372926,5.050797346626574,1
CUS02898,Female,Nairobi,Town Centre,Married,Employed,Fixed Deposit,2022-09-08,2022-09-08,4,49791.59,53635.49,599.0,26,2,Personal,0.0,0.0,0.0,0,846,27.792378449408673,0.0,0.0,0.9283329004731755,0
CUS02899,Female,Nyeri,Industrial Area,Widowed,Employed,Current,2024-12-20,2024-12-20,45,83067.32,96718.27,569.0,18,1,Auto,0.0,0.0,0.0,0,12,0.39421813403416556,0.0,0.0,0.8588586210237218,0
CUS02900,Male,Kisumu,Town Centre,Divorced,Retired,Joint,2021-10-23,2024-08-04,4,5744.26,343806.47,574.0,19,3,No Loan,1413015.45,745323.73,15080.57,0,150,38.30486202365309,26.01430031261483,0.04386354334751176,0.016707829843923532,1
CUS02901,Female,Nyeri,Main Branch,Single,Self-Employed,Joint,2023-08-07,2023-08-07,4,20521.97,46601.02,617.0,26,3,Mortgage,179982.97,51840.24,1637.78,1,513,16.852825229960576,13.349125834584738,0.035144724300026055,0.4403759831866342,1
CUS02902,Female,Mombasa,Main Branch,Single,Unemployed,Savings,2021-04-29,2021-04-29,41,217574.86,58415.59,551.0,19,5,No Loan,987069.52,179768.28,9492.35,0,1343,44.119579500657025,36.928829444331555,0.1624968608551245,3.7246026274835193,1
CUS02903,Male,Nyeri,Town Centre,Married,Employed,Current,2024-02-26,2024-09-23,11,1.75,59020.72,815.0,27,4,Business,0.0,0.0,0.0,0,100,10.183968462549277,0.0,0.0,2.9650604059049094e-05,0
CUS02904,Male,Kisumu,Industrial Area,Single,Employed,Savings,2023-04-26,2023-04-26,1,80823.55,62023.99,654.0,24,4,Personal,0.0,0.0,0.0,0,616,20.2365308804205,0.0,0.0,1.3031014289793355,0
CUS02905,Female,Kisumu,Westlands,Single,Unemployed,Business,2023-05-04,2023-05-04,45,110881.87,58341.86,627.0,15,2,No Loan,552517.33,322540.81,6239.62,1,608,19.97371879106439,66.3415551029741,0.10694928135647372,1.9005542504129966,1
CUS02906,Male,Nyeri,CBD Branch,Divorced,Unemployed,Fixed Deposit,2024-02-16,2024-02-16,21,8427.54,705.08,658.0,16,3,No Loan,576196.87,446054.04,13512.87,0,320,10.512483574244415,7591.547739263629,19.165016735689566,11.952601123276791,1
CUS02907,Female,Nairobi,Market Branch,Married,Business Owner,Business,2023-12-22,2024-12-04,25,542222.63,138.1,822.0,18,4,Mortgage,0.0,0.0,0.0,0,28,12.352168199737187,0.0,0.0,3926.30434467777,0
CUS02908,Male,Kisumu,Town Centre,Single,Business Owner,Joint,2021-10-02,2022-11-07,9,38451.8,54046.36,540.0,14,1,Auto,13939.17,11318.79,560.11,1,786,38.99474375821288,2.5131290987959227,0.010363510142033617,0.7114595691550736,1
CUS02909,Female,Kisumu,Industrial Area,Single,Business Owner,Joint,2023-03-07,2023-03-13,25,54403.68,8567.33,530.0,14,2,No Loan,111476.32,13785.27,288.95,0,660,21.879106438896187,19.30861073403266,0.033726960441584485,6.350132421652954,1
CUS02910,Female,Eldoret,Westlands,Single,Self-Employed,Joint,2022-05-13,2024-03-22,18,54348.45,97634.44,559.0,24,1,Personal,0.0,0.0,0.0,0,285,31.6688567674113,0.0,0.0,0.5566524476404022,0
CUS02911,Male,Eldoret,Town Centre,Widowed,Employed,Joint,2022-06-07,2022-06-07,7,39285.9,18344.6,622.0,28,4,Auto,0.0,0.0,0.0,0,939,30.847568988173453,0.0,0.0,2.1415511921764447,0
CUS02912,Male,Kisumu,Main Branch,Single,Unemployed,Current,2022-02-21,2023-11-22,46,221.24,180086.07,481.0,18,3,Business,107854.35,103680.26,2910.6,1,406,34.32982917214192,6.9087138166766575,0.016162271740396132,0.0012285236720419297,1
CUS02913,Female,Kisumu,Market Branch,Single,Employed,Current,2022-11-08,2024-12-20,26,196036.44,211163.69,621.0,17,4,No Loan,248289.35,153078.01,3988.21,0,12,25.78843626806833,8.699109775927859,0.018886817141715983,0.928362447161252,1
CUS02914,Male,Thika,Industrial Area,Widowed,Unemployed,Joint,2024-08-17,2024-08-17,18,510986.52,298021.36,755.0,24,2,No Loan,1632284.71,396439.96,16875.54,0,137,4.50065703022339,15.962881049868376,0.056625270081312296,1.7145969671435632,1
CUS02915,Female,Nairobi,Westlands,Widowed,Retired,Business,2021-06-11,2023-09-07,1,38097.15,223857.21,632.0,30,2,No Loan,722477.93,408769.07,13556.97,0,482,42.70696452036793,21.912311155847963,0.060560792301485394,0.17018504787047065,1
CUS02916,Female,Mombasa,Westlands,Divorced,Unemployed,Fixed Deposit,2023-07-11,2023-07-11,9,163171.86,25384.07,596.0,18,1,No Loan,0.0,0.0,0.0,0,540,17.73981603153745,0.0,0.0,6.428120470830721,0
CUS02917,Female,Eldoret,Town Centre,Single,Unemployed,Fixed Deposit,2023-01-30,2023-04-08,10,203159.09,57031.57,570.0,24,1,No Loan,1514169.77,804660.12,26258.03,0,634,23.061760840998684,169.30835745886006,0.4604121892488669,3.5622215906032397,1
CUS02918,Female,Nakuru,Town Centre,Divorced,Self-Employed,Business,2021-07-09,2021-07-09,11,283001.58,15433.88,691.0,25,2,Education,518730.55,143889.27,3993.93,1,1272,41.78712220762155,111.875383247764,0.25877679494722,18.336385924990996,1
CUS02919,Male,Kisumu,CBD Branch,Single,Employed,Business,2024-01-02,2024-01-12,32,82390.59,131278.27,617.0,17,1,Personal,303897.43,167369.79,8236.23,0,355,11.990801576872535,15.299085522683992,0.06273871524967536,0.6276026489380154,1
CUS02920,Female,Nakuru,Market Branch,Single,Employed,Business,2022-01-26,2022-04-08,21,54130.61,175449.47,767.0,33,5,Business,0.0,0.0,0.0,0,999,35.183968462549274,0.0,0.0,0.3085253549070282,0
CUS02921,Male,Nairobi,Main Branch,Divorced,Employed,Fixed Deposit,2021-04-16,2021-04-16,36,59021.99,152459.95,774.0,20,2,Auto,264447.67,203529.18,6672.27,0,1356,44.546649145860705,16.01961800459727,0.043764083616713766,0.3871311121379746,1
CUS02922,Female,Nakuru,Town Centre,Divorced,Employed,Fixed Deposit,2022-07-04,2023-02-27,32,187043.18,45443.47,640.0,20,1,Auto,132629.06,84155.21,3270.93,0,674,29.96057818659658,22.22239014758336,0.07197799815903143,4.115952853072179,1
CUS02923,Male,Nyeri,Market Branch,Single,Retired,Joint,2023-02-12,2024-11-12,19,254559.71,113728.49,619.0,15,4,Auto,244395.26,41712.14,696.04,0,50,22.634691195795007,4.401233850902267,0.006120190288290998,2.2383108225564237,1
CUS02924,Male,Mombasa,Airport Road,Widowed,Self-Employed,Joint,2024-10-11,2024-10-11,8,30063.17,8213.95,702.0,23,3,Personal,375278.4,337995.62,21758.27,0,82,2.6938239159001314,493.7876953232001,2.648941130637513,3.6600137570839846,1
CUS02925,Male,Mombasa,Town Centre,Single,Retired,Business,2024-05-23,2024-05-23,35,69529.54,3286.16,707.0,23,5,Business,375417.12,245801.22,5734.76,0,223,7.3258869908015765,897.5870438444872,1.7451250091291965,21.15829417922438,1
CUS02926,Female,Thika,Westlands,Divorced,Employed,Current,2024-05-19,2024-05-19,22,348326.66,111945.96,555.0,28,5,Auto,0.0,0.0,0.0,0,227,7.457293035479632,0.0,0.0,3.1115607923680315,0
CUS02927,Female,Nairobi,Industrial Area,Married,Unemployed,Current,2021-03-22,2024-01-02,4,246521.76,44320.26,577.0,18,3,Auto,222205.26,31348.31,599.43,0,365,45.367936925098554,8.487759773972446,0.013524965783142967,5.562281448709912,1
CUS02928,Female,Eldoret,Market Branch,Widowed,Employed,Savings,2021-05-30,2023-01-06,29,628546.43,433174.88,514.0,27,3,Education,630797.48,422006.05,7551.81,0,726,43.1011826544021,11.69059618600229,0.0174336286536283,1.4510223446013306,1
CUS02929,Female,Nyeri,Town Centre,Divorced,Unemployed,Fixed Deposit,2022-01-21,2022-11-14,31,210515.02,8185.14,652.0,9,4,Business,431483.81,188168.47,6017.36,0,779,35.34822601839684,275.86842008811084,0.7351566375162795,25.719171571897363,1
CUS02930,Male,Nyeri,Market Branch,Married,Self-Employed,Current,2024-04-18,2024-10-28,8,74932.22,154828.78,673.0,21,3,No Loan,1633054.54,1497276.33,29058.11,0,65,8.47568988173456,116.04635753120317,0.18767899611428832,0.48396829064983915,1
CUS02931,Female,Kisumu,Main Branch,Single,Employed,Savings,2024-10-07,2024-10-07,12,133973.25,52311.51,512.0,23,5,No Loan,0.0,0.0,0.0,0,86,2.8252299605781865,0.0,0.0,2.5610663886398997,0
CUS02932,Female,Nyeri,Airport Road,Single,Retired,Fixed Deposit,2024-02-19,2024-02-19,5,162269.58,140426.58,583.0,18,4,No Loan,1157412.17,156473.09,8357.14,0,317,10.413929040735873,13.371236983767604,0.05951252248683974,1.1555474754138426,1
CUS02933,Female,Nakuru,Airport Road,Divorced,Employed,Business,2022-03-21,2022-03-21,30,12255.68,135917.19,512.0,26,3,Business,0.0,0.0,0.0,0,1017,33.40998685939553,0.0,0.0,0.0901701984862989,0
CUS02934,Female,Nairobi,Airport Road,Single,Employed,Business,2023-09-09,2024-07-18,35,117952.93,198147.46,548.0,21,4,Education,507592.05,491545.31,17307.72,0,167,15.768725361366622,29.768454866895596,0.08734767531211353,0.5952785365000389,1
CUS02935,Male,Nyeri,Town Centre,Widowed,Employed,Joint,2022-03-04,2024-08-18,37,185330.27,28288.66,664.0,23,4,Auto,531402.25,66408.28,2137.16,0,136,33.96846254927726,28.170276004589823,0.07554829390999786,6.551397980674942,1
CUS02936,Male,Mombasa,Westlands,Single,Employed,Savings,2022-11-13,2022-11-13,4,27466.11,239338.19,561.0,23,1,Mortgage,0.0,0.0,0.0,0,780,25.62417871222076,0.0,0.0,0.1147585765564618,0
CUS02937,Male,Nyeri,CBD Branch,Divorced,Self-Employed,Savings,2022-09-13,2023-01-19,43,227550.5,13158.56,595.0,26,3,No Loan,0.0,0.0,0.0,1,713,27.628120893561103,0.0,0.0,17.292963667756958,0
CUS02938,Female,Thika,Market Branch,Single,Employed,Savings,2021-02-01,2023-12-31,21,131478.6,6841.91,489.0,26,1,No Loan,0.0,0.0,0.0,1,367,46.97766097240473,0.0,0.0,19.21665149059254,0
CUS02939,Female,Mombasa,Market Branch,Divorced,Self-Employed,Savings,2022-03-10,2022-11-28,16,456177.83,45196.57,634.0,28,5,No Loan,414178.06,365246.86,15354.35,0,765,33.77135348226018,96.9755519058194,0.33972378877423665,10.093195788972482,1
CUS02940,Female,Nairobi,Airport Road,Married,Unemployed,Joint,2022-01-25,2022-01-25,18,6502.26,140971.22,616.0,17,4,Auto,200291.62,38205.29,2963.57,0,1072,35.21681997371879,3.2521778558772496,0.021022517929546188,0.04612473382864957,1
CUS02941,Female,Nyeri,Airport Road,Widowed,Employed,Joint,2021-08-29,2023-07-31,31,46249.29,51308.33,561.0,14,5,Mortgage,0.0,0.0,0.0,0,520,40.11169513797635,0.0,0.0,0.9013992464771314,0
CUS02942,Male,Nyeri,Market Branch,Single,Employed,Business,2023-09-08,2023-09-08,38,138027.45,141421.57,604.0,22,4,No Loan,0.0,0.0,0.0,0,481,15.801576872536137,0.0,0.0,0.9759999835951475,0
CUS02943,Male,Nairobi,Town Centre,Single,Employed,Business,2022-05-12,2024-08-19,32,52765.89,104653.92,634.0,25,3,Auto,1197631.95,167006.02,11221.17,0,135,31.701708278580814,19.149519100670094,0.10722168839924964,0.5041941094991951,1
CUS02944,Male,Nyeri,Industrial Area,Single,Employed,Current,2024-11-25,2024-11-25,33,187987.15,18799.92,554.0,19,2,Business,305845.47,38737.19,2102.71,0,37,1.2155059132720105,24.725971174345425,0.11184675253937253,9.999359039825702,1
CUS02945,Female,Nairobi,Airport Road,Widowed,Employed,Savings,2024-05-22,2024-05-22,19,213447.04,54046.36,501.0,10,3,No Loan,0.0,0.0,0.0,0,224,7.35873850197109,0.0,0.0,3.949332387972104,0
CUS02946,Male,Nakuru,Main Branch,Single,Employed,Savings,2024-12-12,2024-12-12,20,16223.99,5016.54,764.0,17,4,Business,449240.22,165528.58,7113.99,0,20,0.657030223390276,395.9587604205289,1.4181069023669701,3.234099598528069,1
CUS02947,Female,Mombasa,CBD Branch,Divorced,Business Owner,Savings,2022-02-23,2022-02-23,10,108187.09,182842.28,569.0,21,2,Mortgage,87506.53,47593.95,879.34,0,1043,34.26412614980289,3.1236068594200423,0.004809281529414313,0.5916962422476901,1
CUS02948,Male,Nairobi,Market Branch,Married,Employed,Joint,2023-03-24,2023-03-24,26,106663.24,29043.44,612.0,22,2,Personal,105366.25,85247.6,4195.66,0,649,21.320630749014455,35.22210867583179,0.14446153761400166,3.672541544665508,1
CUS02949,Male,Kisumu,CBD Branch,Divorced,Unemployed,Savings,2022-05-06,2024-09-15,46,69134.17,55475.47,700.0,18,3,No Loan,629586.04,343407.26,26485.44,0,108,31.898817345597895,74.2830501481105,0.4774261488906718,1.246211523759961,1
CUS02950,Female,Nairobi,Airport Road,Married,Business Owner,Savings,2024-02-05,2024-02-05,18,405291.28,43903.23,850.0,22,5,Personal,25856.06,12573.19,375.51,0,331,10.873850197109066,3.4366100170761924,0.008553129234454959,9.23146839082227,1
CUS02951,Male,Nairobi,Westlands,Single,Self-Employed,Business,2022-10-21,2022-10-21,45,263609.2,15083.39,520.0,20,3,Auto,0.0,0.0,0.0,0,803,26.379763469119577,0.0,0.0,17.476787380025314,0
CUS02952,Female,Nakuru,Westlands,Single,Retired,Current,2022-08-03,2024-11-26,45,179207.06,35471.66,655.0,17,4,Education,0.0,0.0,0.0,0,36,28.97503285151117,0.0,0.0,5.052119353872922,0
CUS02953,Male,Thika,Market Branch,Single,Employed,Joint,2023-02-19,2023-03-10,15,187935.93,17148.03,563.0,23,5,No Loan,283890.82,60261.16,2078.44,0,663,22.404730617608408,42.170087176194585,0.1212057594954056,10.959622184005976,1
CUS02954,Female,Eldoret,Airport Road,Married,Unemployed,Joint,2023-08-13,2023-08-13,36,92905.39,18241.08,576.0,24,4,Auto,692982.05,546196.96,42639.44,1,507,16.655716162943495,359.3188298061299,2.337550188914253,5.093195687974615,1
CUS02955,Male,Nyeri,Airport Road,Single,Employed,Fixed Deposit,2023-12-29,2024-07-15,18,380735.71,16567.53,562.0,23,5,Mortgage,306995.14,101911.32,2888.85,0,170,12.12220762155059,73.81521808018456,0.1743681767891774,22.980837215927785,1
CUS02956,Female,Mombasa,Town Centre,Single,Business Owner,Savings,2024-08-21,2024-11-11,31,177917.69,53713.58,529.0,15,1,No Loan,89235.16,63068.62,2878.48,0,51,4.369250985545335,14.089983203502726,0.05358942747811633,3.312340938734674,1
CUS02957,Male,Thika,Westlands,Single,Employed,Savings,2023-01-06,2023-01-06,15,104293.565,127931.83,616.0,25,5,No Loan,0.0,0.0,0.0,0,726,23.850197109067015,0.0,0.0,0.8152276489752394,0
CUS02958,Male,Nairobi,Airport Road,Divorced,Employed,Savings,2022-09-24,2023-09-24,38,296739.64,67326.21,502.0,22,1,Mortgage,229068.83,150041.93,3752.51,0,465,27.266754270696453,26.742975135537854,0.05573624298768637,4.407490634033907,1
CUS02959,Male,Nyeri,Industrial Area,Married,Retired,Current,2022-06-20,2022-06-20,29,48045.58,178948.72,695.0,18,4,No Loan,36049.48,12266.08,495.99,1,926,30.420499342969777,0.8225426815011585,0.0027716878891338257,0.2684879780084485,1
